drug_claim_name	drug_name	concept_id	drug_claim_source
chembl:CHEMBL1938400	PF-03715455	chembl:CHEMBL1938400	ChemblDrugs
chembl:CHEMBL1904600	TRIS(2,3-DIBROMOPROPYL)PHOSPHATE	chembl:CHEMBL1904600	ChemblDrugs
chembl:CHEMBL1308346	CHEMBL1308346	chembl:CHEMBL1308346	ChemblDrugs
Tetra-hydro-oxazolopyridine derivative 4			TTD
ZALTRAP	ZALTRAP	wikidata:Q29006714	TALC
chembl:CHEMBL62919	ALTANSERIN	chembl:CHEMBL62919	ChemblDrugs
MEDI-557	MEDI-557	chembl:CHEMBL2109566	TTD
chembl:CHEMBL1233206	CHEMBL1233206	chembl:CHEMBL1233206	ChemblDrugs
Org-43902			TTD
chembl:CHEMBL3939295	H3B-6527	chembl:CHEMBL3939295	ChemblDrugs
DB07092	CHEMBL437557	chembl:CHEMBL437557	DrugBank
Dihydropyrido pyrazinone compound 2			TTD
252166670			GuideToPharmacology
chembl:CHEMBL44793	GAVESTINEL	chembl:CHEMBL44793	ChemblDrugs
MORICIZINE	MORICIZINE	chembl:CHEMBL1075	TdgClinicalTrial
A-425619	CHEMBL104028	chembl:CHEMBL104028	TTD
chembl:CHEMBL164138	CHEMBL164138	chembl:CHEMBL164138	ChemblDrugs
chembl:CHEMBL1221561	CHEMBL1221561	chembl:CHEMBL1221561	ChemblDrugs
chembl:CHEMBL483995	CHEMBL483995	chembl:CHEMBL483995	ChemblDrugs
N-phenyl-pyridine-2-carboxamide derivative 1			TTD
SKF-62604	CHEMBL346551	chembl:CHEMBL346551	DTC
chembl:CHEMBL255863	NILOTINIB	chembl:CHEMBL255863	ChemblDrugs
chembl:CHEMBL387748	CHEMBL387748	chembl:CHEMBL387748	ChemblDrugs
Decamethonium	DECAMETHONIUM	chembl:CHEMBL1190	TTD
MITHRAMYCIN	PLICAMYCIN	chembl:CHEMBL1237054	NCI
SJ000113972	CHEMBL591137	chembl:CHEMBL591137	DTC
chembl:CHEMBL221959	TOFACITINIB	chembl:CHEMBL221959	ChemblDrugs
chembl:CHEMBL15967	PYRAZOLE	chembl:CHEMBL15967	ChemblDrugs
Lorazepam	LORAZEPAM	chembl:CHEMBL580	TTD
DB03848			DrugBank
PROPACHLOR	PROPACHLOR	chembl:CHEMBL1394829	DTC
wikidata:Q58526200	HUMAN GROWTH HORMONE	wikidata:Q58526200	Wikidata
GEMCITABINE	GEMCITABINE	chembl:CHEMBL888	ClearityFoundationBiomarkers
chembl:CHEMBL1123	DICYCLOMINE	chembl:CHEMBL1123	ChemblDrugs
CXL			TTD
252166843			GuideToPharmacology
A-substituted phenylpropionic acid derivative 2			TTD
CINALUKAST	CINALUKAST	chembl:CHEMBL283754	DTC
TREPROSTINIL	TREPROSTINIL	chembl:CHEMBL1237119	TdgClinicalTrial
PMID25435285-Compound-43			TTD
363894134			GuideToPharmacology
LMP-1/LMP-2 CTLs			TTD
chembl:CHEMBL468759	PENTACHLORONITROBENZENE	chembl:CHEMBL468759	ChemblDrugs
Neugranin			TTD
chembl:CHEMBL375791	CHEMBL375791	chembl:CHEMBL375791	ChemblDrugs
chembl:CHEMBL327127	CHEMBL327127	chembl:CHEMBL327127	ChemblDrugs
CHEMBL672	FENOFIBRATE	chembl:CHEMBL672	ChemblInteractions
DB07688	CHEMBL203407	chembl:CHEMBL203407	DrugBank
DB01090	PENTOLINIUM	chembl:CHEMBL1271	DrugBank
Pargyline	PARGYLINE	chembl:CHEMBL673	TTD
CHEMBL136478	SODIUM NITROPRUSSIDE	chembl:CHEMBL136478	ChemblInteractions
ONO-AE1-437			TTD
328083487			GuideToPharmacology
CCT241161			JAX-CKB
vitamin b-complex, plain			PharmGKB
chembl:CHEMBL1200787	PHENOXYBENZAMINE HYDROCHLORIDE	chembl:CHEMBL1200787	ChemblDrugs
chembl:CHEMBL81273	CHEMBL81273	chembl:CHEMBL81273	ChemblDrugs
CITROPTEN	CITROPTEN	chembl:CHEMBL481049	DTC
SUN-101			TTD
chembl:CHEMBL3301595	DASOTRALINE	chembl:CHEMBL3301595	ChemblDrugs
T-2007			TTD
DB03169			DrugBank
MRX34			TTD
chembl:CHEMBL2448613	PIMAVANSERIN TARTRATE	chembl:CHEMBL2448613	ChemblDrugs
DB08368			DrugBank
Tamsulosin	TAMSULOSIN	chembl:CHEMBL836	FDA
chembl:CHEMBL547285	CHEMBL547285	chembl:CHEMBL547285	ChemblDrugs
Trilostane	TRILOSTANE	chembl:CHEMBL1200907	TTD
chembl:CHEMBL2146146	ATROPINE SULFATE	chembl:CHEMBL2146146	ChemblDrugs
MMV001049	CHEMBL589946	chembl:CHEMBL589946	DTC
TTP-448			TTD
chembl:CHEMBL2108075	PAPAIN	chembl:CHEMBL2108075	ChemblDrugs
BTA-798	VAPENDAVIR	chembl:CHEMBL2062774	TTD
DB00127	SPERMINE	chembl:CHEMBL23194	DrugBank
DB06774	CAPSAICIN	chembl:CHEMBL294199	DrugBank
135651442			GuideToPharmacology
chembl:CHEMBL4298049	MS-1819	chembl:CHEMBL4298049	ChemblDrugs
Selenium compound 2			TTD
135652606			GuideToPharmacology
ZT-1			TTD
chembl:CHEMBL1483796	SPICLOMAZINE	chembl:CHEMBL1483796	ChemblDrugs
SALBUTAMOL	ALBUTEROL	chembl:CHEMBL714	TdgClinicalTrial
HG-6-63-01			JAX-CKB
Guanidine Hydrochloride			TTD
135652497			GuideToPharmacology
223366027			GuideToPharmacology
Butalbital	BUTALBITAL	chembl:CHEMBL454	TTD
SILYBIN B	SILYBIN B	chembl:CHEMBL592675	DTC
135649874			GuideToPharmacology
chembl:CHEMBL99946	LEVOMILNACIPRAN	chembl:CHEMBL99946	ChemblDrugs
METHABENZTHIAZURON	METHABENZTHIAZURON	chembl:CHEMBL1890813	DTC
chembl:CHEMBL294616	DPDPE	chembl:CHEMBL294616	ChemblDrugs
DB00162			DrugBank
Visilizumab	VISILIZUMAB	chembl:CHEMBL2108811	TTD
Elexacaftor	ELEXACAFTOR	chembl:CHEMBL4298128	FDA
Quinoxaline derivative 4			TTD
CHEMBL1200392	DOXYLAMINE SUCCINATE	chembl:CHEMBL1200392	ChemblInteractions
GW282974X	GW282974X	chembl:CHEMBL30432	DTC
Coumaricacid			TTD
chembl:CHEMBL135488	TETRADECANE	chembl:CHEMBL135488	ChemblDrugs
CHEMBL3545036	RASEGLURANT	chembl:CHEMBL3545036	ChemblInteractions
radiotherapy			PharmGKB
chembl:CHEMBL4297563	CX-072	chembl:CHEMBL4297563	ChemblDrugs
178102248	PRELADENANT	chembl:CHEMBL240624	GuideToPharmacology
BAY-85-8102			TTD
CP-55940	CP-55940	chembl:CHEMBL559612	DTC
AFTVac			TTD
178102250			GuideToPharmacology
Crestor/TriLipix			TTD
Cyclic pyranopterin monophosphate			TTD
TRETINOIN	TRETINOIN	chembl:CHEMBL38	CIViC
178100691			GuideToPharmacology
178102646			GuideToPharmacology
chembl:CHEMBL2103981	PICONOL	chembl:CHEMBL2103981	ChemblDrugs
Artesunate	ARTESUNATE	chembl:CHEMBL361497	TTD
chembl:CHEMBL1230604	CHEMBL1230604	chembl:CHEMBL1230604	ChemblDrugs
DB00389	CARBIMAZOLE	chembl:CHEMBL508102	DrugBank
RWJ-416457	CHEMBL221877	chembl:CHEMBL221877	TTD
178100449			GuideToPharmacology
CHEMBL2107358	OBATOCLAX MESYLATE	chembl:CHEMBL2107358	ChemblInteractions
FANETIZOLE	FANETIZOLE	chembl:CHEMBL1993793	DTC
Voriconazole	VORICONAZOLE	chembl:CHEMBL638	TTD
ARDEPARIN			TEND
MPO	MYELOPEROXIDASE	chembl:CHEMBL2107858	NCI
chembl:CHEMBL1939687	CHEMBL1939687	chembl:CHEMBL1939687	ChemblDrugs
N-METHYL-N-NITROSOUREA			NCI
chembl:CHEMBL2071180	CHEMBL2071180	chembl:CHEMBL2071180	ChemblDrugs
135651247	TERTATOLOL	chembl:CHEMBL434200	GuideToPharmacology
PMID25666693-Compound-35			TTD
LESTAURTINIB	LESTAURTINIB	chembl:CHEMBL603469	TdgClinicalTrial
Cyclic cyanoethypypazole derivative 1			TTD
PENTAGASTRIN	PENTAGASTRIN	chembl:CHEMBL1328	TEND
318164818	FENEBRUTINIB	chembl:CHEMBL4065122	GuideToPharmacology
252166651			GuideToPharmacology
Cilansetron	CILANSETRON	chembl:CHEMBL2103778	TTD
CDP323	UCB-1184197	chembl:CHEMBL4297363	TTD
TCMDC-123748	CHEMBL530609	chembl:CHEMBL530609	DTC
chembl:CHEMBL27759	ENTINOSTAT	chembl:CHEMBL27759	ChemblDrugs
135650494			GuideToPharmacology
SCHEMBL15295829			TTD
chembl:CHEMBL208484	KARANJIN	chembl:CHEMBL208484	ChemblDrugs
Bavencio	AVELUMAB	chembl:CHEMBL3833373	TTD
IMETELSTAT	IMETELSTAT	chembl:CHEMBL2107856	TdgClinicalTrial
chembl:CHEMBL125	MILTEFOSINE	chembl:CHEMBL125	ChemblDrugs
Retapamulin	RETAPAMULIN	chembl:CHEMBL1658	TTD
DB01032	PROBENECID	chembl:CHEMBL897	DrugBank
chembl:CHEMBL1411	LISOFYLLINE	chembl:CHEMBL1411	ChemblDrugs
DB01175	ESCITALOPRAM	chembl:CHEMBL1508	DrugBank
318164802			GuideToPharmacology
chembl:CHEMBL220241	GSK-269962A	chembl:CHEMBL220241	ChemblDrugs
Tiapride	TIAPRIDE	chembl:CHEMBL84158	TTD
DB14700			DrugBank
chembl:CHEMBL1601846	CHEMBL1601846	chembl:CHEMBL1601846	ChemblDrugs
Zidovudine	ZIDOVUDINE	chembl:CHEMBL129	TTD
Peptide analog 16			TTD
Imidazopyridine and triazolopyridine compound 1			TTD
IFOSFAMIDE	IFOSFAMIDE	chembl:CHEMBL1024	NCI
LEVOMEPROMAZINE MALEATE	LEVOMEPROMAZINE MALEATE	chembl:CHEMBL1725730	DTC
178102879			GuideToPharmacology
PMID27454349-Compound-100			TTD
chembl:CHEMBL257958	MELOSMINE	chembl:CHEMBL257958	ChemblDrugs
Cephalosporin	CEPHALOSPORIN	chembl:CHEMBL407564	TTD
DOMPERIDONE	DOMPERIDONE	chembl:CHEMBL219916	NCI
Pyrazolopyrimidine derivative 3			TTD
chembl:CHEMBL864	CARBINOXAMINE	chembl:CHEMBL864	ChemblDrugs
IRINOTECAN	IRINOTECAN	chembl:CHEMBL481	ClearityFoundationClinicalTrial
DB08007			DrugBank
CHEMBL1743032	INTETUMUMAB	chembl:CHEMBL1743032	ChemblInteractions
chembl:CHEMBL1200436	OXANDROLONE	chembl:CHEMBL1200436	ChemblDrugs
chembl:CHEMBL589715	CHEMBL589715	chembl:CHEMBL589715	ChemblDrugs
fosamprenavir	FOSAMPRENAVIR	chembl:CHEMBL1664	PharmGKB
TRYPAN BLUE			TTD
SKF-89626	CHEMBL284609	chembl:CHEMBL284609	DTC
381744959			GuideToPharmacology
(S)-ISRADIPINE	(S)-ISRADIPINE	chembl:CHEMBL400875	DTC
chembl:CHEMBL217366	CHEMBL217366	chembl:CHEMBL217366	ChemblDrugs
HYPERICIN	HYPERICIN	chembl:CHEMBL286494	NCI
chembl:CHEMBL4297676	PIMASERTIB HYDROCHLORIDE	chembl:CHEMBL4297676	ChemblDrugs
chembl:CHEMBL1118	DESVENLAFAXINE	chembl:CHEMBL1118	ChemblDrugs
178102271			GuideToPharmacology
chembl:CHEMBL1883512	METCONAZOLE	chembl:CHEMBL1883512	ChemblDrugs
PD-0118057	CHEMBL521083	chembl:CHEMBL521083	DTC
NSC-93392	CHEMBL53738	chembl:CHEMBL53738	DTC
chembl:CHEMBL2221249	COLISTIN	chembl:CHEMBL2221249	ChemblDrugs
310264704	OPICINUMAB	chembl:CHEMBL3544922	GuideToPharmacology
135650223			GuideToPharmacology
Atacicept	ATACICEPT	chembl:CHEMBL1742986	TTD
135649706			GuideToPharmacology
chembl:CHEMBL939	GEFITINIB	chembl:CHEMBL939	ChemblDrugs
chembl:CHEMBL274863	CHEMBL274863	chembl:CHEMBL274863	ChemblDrugs
AZ960			JAX-CKB
LINIFANIB	LINIFANIB	chembl:CHEMBL223360	DTC
chembl:CHEMBL601325	CHEMBL601325	chembl:CHEMBL601325	ChemblDrugs
CER-522			TTD
arteether			PharmGKB
chembl:CHEMBL590919	CHEMBL590919	chembl:CHEMBL590919	ChemblDrugs
CHEMBL1094785	CARMOTEROL	chembl:CHEMBL1094785	ChemblInteractions
chembl:CHEMBL1201338	CYCLOPENTOLATE	chembl:CHEMBL1201338	ChemblDrugs
DB02973			DrugBank
MESTANOLONE	MESTANOLONE	chembl:CHEMBL261514	DTC
APG-115			TTD
4-aryl quinol derivative 3			TTD
DB02210	1,6-HEXANEDIOL	chembl:CHEMBL458616	DrugBank
CHEMBL278703	ERTEBEREL	chembl:CHEMBL278703	ChemblInteractions
CHEMBL2146140	ESOMEPRAZOLE STRONTIUM	chembl:CHEMBL2146140	ChemblInteractions
178103545	COSYNTROPIN	chembl:CHEMBL2103784	GuideToPharmacology
ANTITHYMOCYTE GLOBULIN			NCI
178100705			GuideToPharmacology
329968383			GuideToPharmacology
252827445			GuideToPharmacology
metformin	METFORMIN	chembl:CHEMBL1431	PharmGKB
GLYCOPYRRONIUM BROMIDE			TdgClinicalTrial
SJ000296655	CHEMBL589734	chembl:CHEMBL589734	DTC
IQ-DAA			TTD
135652240	KASSININ	chembl:CHEMBL436706	GuideToPharmacology
DB04453			DrugBank
chembl:CHEMBL2003658	CHEMBL2003658	chembl:CHEMBL2003658	ChemblDrugs
GONADOTROPIN-RELEASING HORMONE ANALOG			NCI
178100708			GuideToPharmacology
chembl:CHEMBL285063	CHEMBL285063	chembl:CHEMBL285063	ChemblDrugs
CHEMBL1466	DICUMAROL	chembl:CHEMBL1466	ChemblInteractions
BUSPIRONE HYDROCHLORIDE	BUSPIRONE HYDROCHLORIDE	chembl:CHEMBL1200399	DTC
329968401			GuideToPharmacology
MEK162	BINIMETINIB	chembl:CHEMBL3187723	JAX-CKB
chembl:CHEMBL596847	CHEMBL596847	chembl:CHEMBL596847	ChemblDrugs
chembl:CHEMBL527336	CHEMBL527336	chembl:CHEMBL527336	ChemblDrugs
375973221	PRALSETINIB	chembl:CHEMBL4297597	GuideToPharmacology
US9422240, 1-297			TTD
ECULIZUMAB	ECULIZUMAB	chembl:CHEMBL1201828	TdgClinicalTrial
MILTEFOSINE	MILTEFOSINE	chembl:CHEMBL125	NCI
chembl:CHEMBL507159	CHEMBL507159	chembl:CHEMBL507159	ChemblDrugs
celecoxib	CELECOXIB	chembl:CHEMBL118	PharmGKB
METHYLPARABEN	METHYLPARABEN	chembl:CHEMBL325372	DTC
ADMVA			TTD
DB02299			DrugBank
CHEMBL1201564	INTERFERON GAMMA-1B	chembl:CHEMBL1201564	ChemblInteractions
PMID26560530-Compound-54			TTD
DB11201			DrugBank
chembl:CHEMBL286497	CHEMBL286497	chembl:CHEMBL286497	ChemblDrugs
chembl:CHEMBL370606	CHEMBL370606	chembl:CHEMBL370606	ChemblDrugs
BPS-804	SETRUSUMAB	chembl:CHEMBL4297918	TTD
TCMDC-124381	CHEMBL579919	chembl:CHEMBL579919	DTC
chembl:CHEMBL1410004	CHEMBL1410004	chembl:CHEMBL1410004	ChemblDrugs
RM-493	SETMELANOTIDE	chembl:CHEMBL3301624	TTD
135651282	NALFURAFINE	chembl:CHEMBL267495	GuideToPharmacology
PARAMETHASONE ACETATE	PARAMETHASONE ACETATE	chembl:CHEMBL1200342	DTC
178102747			GuideToPharmacology
DB03642	CHEMBL286364	chembl:CHEMBL286364	DrugBank
chembl:CHEMBL1354007	ETOCARLIDE	chembl:CHEMBL1354007	ChemblDrugs
chembl:CHEMBL1405973	EXALAMIDE	chembl:CHEMBL1405973	ChemblDrugs
chembl:CHEMBL2108356	PEGDINETANIB	chembl:CHEMBL2108356	ChemblDrugs
PMID28766366-Compound-Scheme11			TTD
CHEMBL3360203	PILARALISIB	chembl:CHEMBL3360203	ChemblInteractions
DA-6886	DA-6886	chembl:CHEMBL3950712	TTD
chembl:CHEMBL392760	CHEMBL392760	chembl:CHEMBL392760	ChemblDrugs
chembl:CHEMBL296021	CHEMBL296021	chembl:CHEMBL296021	ChemblDrugs
NOBILETIN	NOBILETIN	chembl:CHEMBL76447	DTC
Heteroaryl-azepine derivative 5			TTD
XR9051			PharmGKB
PHENTOLAMINE	PHENTOLAMINE	chembl:CHEMBL597	NCI
MANGOSTIN	MANGOSTIN	chembl:CHEMBL323197	DTC
Phenylephrine hydrochloride gel			TTD
Pyridine derivative 18			TTD
223366050	SAPITINIB	chembl:CHEMBL2408045	GuideToPharmacology
PAC-14028	PAC-14028	chembl:CHEMBL3707398	TTD
DB03305	L-NIO	chembl:CHEMBL11471	DrugBank
chembl:CHEMBL92484	APTIGANEL	chembl:CHEMBL92484	ChemblDrugs
chembl:CHEMBL3301583	ANDEXANET ALFA	chembl:CHEMBL3301583	ChemblDrugs
chembl:CHEMBL1162488	PHENYLPYRUVATE	chembl:CHEMBL1162488	ChemblDrugs
CHEMBL296468	BMS-387032	chembl:CHEMBL296468	ChemblInteractions
chembl:CHEMBL1689	TOLAZOLINE HYDROCHLORIDE	chembl:CHEMBL1689	ChemblDrugs
chembl:CHEMBL1492017	CHEMBL1492017	chembl:CHEMBL1492017	ChemblDrugs
chembl:CHEMBL1901349	CALCIUM PANTOTHENATE	chembl:CHEMBL1901349	ChemblDrugs
PLX-4720	PLX-4720	chembl:CHEMBL1230020	DTC
CHEMBL3185958	CLOMIPHENE CITRATE	chembl:CHEMBL3185958	ChemblInteractions
chembl:CHEMBL1332032	TRIFLUSAL	chembl:CHEMBL1332032	ChemblDrugs
DB14575	ESLICARBAZEPINE	chembl:CHEMBL315985	DrugBank
chembl:CHEMBL3661115	TAS-116	chembl:CHEMBL3661115	ChemblDrugs
DB05466			DrugBank
chembl:CHEMBL336296	URIDINE TRIPHOSPHATE	chembl:CHEMBL336296	ChemblDrugs
DB14548			DrugBank
MABp1	MABP1	wikidata:Q30314044	TTD
CHEMBL2443262	OLICERIDINE	chembl:CHEMBL2443262	ChemblInteractions
chembl:CHEMBL2105160	NAMINIDIL	chembl:CHEMBL2105160	ChemblDrugs
178102473			GuideToPharmacology
DB04263	GENETICIN	chembl:CHEMBL215226	DrugBank
chembl:CHEMBL7890	L-NAME	chembl:CHEMBL7890	ChemblDrugs
Ceftolozane/tazobactam			TTD
Olanzapine	OLANZAPINE	chembl:CHEMBL715	TTD
DB03924	CHEMBL572879	chembl:CHEMBL572879	DrugBank
Sulfonamide derivative 16			TTD
TRIMEPRAZINE TARTRATE	TRIMEPRAZINE TARTRATE	chembl:CHEMBL1713082	DTC
1,2,3,5-TETRACHLOROBENZENE	CHEMBL44011	chembl:CHEMBL44011	DTC
DB00779	NALIDIXIC ACID	chembl:CHEMBL5	DrugBank
Reovirus			TTD
chembl:CHEMBL2103743	TOFACITINIB CITRATE	chembl:CHEMBL2103743	ChemblDrugs
178101292	DIHYDROKAINATE	chembl:CHEMBL279561	GuideToPharmacology
chembl:CHEMBL134342	THIOCTIC ACID	chembl:CHEMBL134342	ChemblDrugs
chembl:CHEMBL1568699	CHLOROXURON	chembl:CHEMBL1568699	ChemblDrugs
Cyclic octapeptide derivative 1			TTD
Iloperidone	ILOPERIDONE	chembl:CHEMBL14376	FDA
354702270	PF-06372865	chembl:CHEMBL3707402	GuideToPharmacology
SB-204741	CHEMBL323356	chembl:CHEMBL323356	DTC
ARI-2243			TTD
2,4-DIISOBUTYRYL PHLOROGLUCINOL	CHEMBL6931	chembl:CHEMBL6931	DTC
chembl:CHEMBL6995	PRACTOLOL	chembl:CHEMBL6995	ChemblDrugs
DB07470			DrugBank
chembl:CHEMBL597874	CHEMBL597874	chembl:CHEMBL597874	ChemblDrugs
CHEMBL1200349			ChemblInteractions
PIPERIDINE-2,3-DICARBOXYLIC ACID	CHEMBL431504	chembl:CHEMBL431504	DTC
DB13165	CHEMBL3426621	chembl:CHEMBL3426621	DrugBank
chembl:CHEMBL467084	LANICEMINE	chembl:CHEMBL467084	ChemblDrugs
CHEMBL738	THIOPENTAL SODIUM	chembl:CHEMBL738	ChemblInteractions
chembl:CHEMBL388676	CAPTAN	chembl:CHEMBL388676	ChemblDrugs
135652482			GuideToPharmacology
ifosfamide	IFOSFAMIDE	chembl:CHEMBL1024	PharmGKB
DB07357			DrugBank
Ergoloid mesylate			TTD
Indole-based analog 14			TTD
DB09129	CHROMIC CHLORIDE	chembl:CHEMBL1200528	DrugBank
CHEMBL2105729	DABRAFENIB MESYLATE	chembl:CHEMBL2105729	ChemblInteractions
NM-702			TTD
DB07285			DrugBank
chembl:CHEMBL590900	CHEMBL590900	chembl:CHEMBL590900	ChemblDrugs
178100688			GuideToPharmacology
PMID29757691-Compound-8b			TTD
chembl:CHEMBL1236909	CHEMBL1236909	chembl:CHEMBL1236909	ChemblDrugs
chembl:CHEMBL533529	CHEMBL533529	chembl:CHEMBL533529	ChemblDrugs
chembl:CHEMBL99203	IODOTUBERCIDIN	chembl:CHEMBL99203	ChemblDrugs
DIPHOSPHOMETHYLPHOSPHONIC ACID ADENOSYL ESTER	DIPHOSPHOMETHYLPHOSPHONIC ACID ADENOSYL ESTER	chembl:CHEMBL132722	DTC
OSM-S-55	CHEMBL1363033	chembl:CHEMBL1363033	DTC
chembl:CHEMBL362558	LY-2090314	chembl:CHEMBL362558	ChemblDrugs
Efaproxyn			TTD
chembl:CHEMBL592316	CHEMBL592316	chembl:CHEMBL592316	ChemblDrugs
CLORINDIONE	CLORINDIONE	chembl:CHEMBL278519	DTC
Galiximab	GALIXIMAB	chembl:CHEMBL2109191	TTD
TUBERCIDIN	TUBERCIDIN	chembl:CHEMBL267099	DTC
chembl:CHEMBL1456848	CHEMBL1456848	chembl:CHEMBL1456848	ChemblDrugs
TRAMETINIB	TRAMETINIB	chembl:CHEMBL2103875	DoCM
chembl:CHEMBL50267	CHEMBL50267	chembl:CHEMBL50267	ChemblDrugs
PMID29649907-Compound-10			TTD
381118889	ARRY-502	chembl:CHEMBL3545109	GuideToPharmacology
Isoflavone derivative 6			TTD
Aflunov			TTD
178103121			GuideToPharmacology
178100305			GuideToPharmacology
135652375			GuideToPharmacology
chembl:CHEMBL4297570	AMP-224	chembl:CHEMBL4297570	ChemblDrugs
Diazepinone derivative 3			TTD
178100220			GuideToPharmacology
LEVOFLOXACIN	LEVOFLOXACIN	chembl:CHEMBL33	DTC
MMV020490	CHEMBL581187	chembl:CHEMBL581187	DTC
DB07004			DrugBank
CHEMBL38	TRETINOIN	chembl:CHEMBL38	ChemblInteractions
chembl:CHEMBL428963	CHEMBL428963	chembl:CHEMBL428963	ChemblDrugs
NSC-128437	CHEMBL1370698	chembl:CHEMBL1370698	DTC
CID 94381	CHEMBL374632	chembl:CHEMBL374632	DTC
chembl:CHEMBL76012	CHEMBL76012	chembl:CHEMBL76012	ChemblDrugs
178100698			GuideToPharmacology
ARACHIDONOYL GLYCINE	ARACHIDONOYL GLYCINE	chembl:CHEMBL161343	DTC
DB05624	TEVERELIX	chembl:CHEMBL2103945	DrugBank
178102639			GuideToPharmacology
Ad5FGF-4			TTD
SOTALOL	SOTALOL	chembl:CHEMBL471	DTC
PMID27376512-Compound-PG-11048			TTD
chembl:CHEMBL186526	CHEMBL186526	chembl:CHEMBL186526	ChemblDrugs
DB08837	TETRYLAMMONIUM	chembl:CHEMBL9324	DrugBank
chembl:CHEMBL1201001	MECHLORETHAMINE HYDROCHLORIDE	chembl:CHEMBL1201001	ChemblDrugs
chembl:CHEMBL1726	NISOLDIPINE	chembl:CHEMBL1726	ChemblDrugs
CANDESARTAN CILEXETIL			NCI
chembl:CHEMBL1005	REMIFENTANIL	chembl:CHEMBL1005	ChemblDrugs
DOBUTAMINE	DOBUTAMINE	chembl:CHEMBL926	DTC
DB05920			DrugBank
DB07786			DrugBank
CHEMBL105442	CI-1040	chembl:CHEMBL105442	ChemblInteractions
chembl:CHEMBL111659	ALTINICLINE	chembl:CHEMBL111659	ChemblDrugs
chembl:CHEMBL117785	TETRABENAZINE	chembl:CHEMBL117785	ChemblDrugs
CHEMBL1614701	SELUMETINIB	chembl:CHEMBL1614701	ChemblInteractions
CHEMBL1200891	OXYPHENCYCLIMINE HYDROCHLORIDE	chembl:CHEMBL1200891	ChemblInteractions
NABUMETONE	NABUMETONE	chembl:CHEMBL1070	DTC
LY3009104			TdgClinicalTrial
DARIFENACIN	DARIFENACIN	chembl:CHEMBL1346	TdgClinicalTrial
chembl:CHEMBL1076930	INARIGIVIR SOPROXIL	chembl:CHEMBL1076930	ChemblDrugs
404859027			GuideToPharmacology
5-CHLORO-[1,10]PHENANTHROLINE	CHEMBL317115	chembl:CHEMBL317115	DTC
chembl:CHEMBL2109624	CAPLACIZUMAB	chembl:CHEMBL2109624	ChemblDrugs
PMID25656651-Compound-18			TTD
chembl:CHEMBL853	ZALCITABINE	chembl:CHEMBL853	ChemblDrugs
GOSSYPOL	GOSSYPOL	chembl:CHEMBL51483	NCI
STX 64			TTD
chembl:CHEMBL207004	CHEMBL207004	chembl:CHEMBL207004	ChemblDrugs
ALPRAZOLAM	ALPRAZOLAM	chembl:CHEMBL661	TEND
CHEMBL1200560	GUANABENZ ACETATE	chembl:CHEMBL1200560	ChemblInteractions
Gilteritinib	GILTERITINIB	chembl:CHEMBL3301622	OncoKB
IRINOTECAN HYDROCHLORIDE HYDRATE	IRINOTECAN HYDROCHLORIDE HYDRATE	chembl:CHEMBL1200512	DTC
252827538			GuideToPharmacology
PLX3397	PEXIDARTINIB	chembl:CHEMBL3813873	CGI
LY-2183240	CHEMBL509860	chembl:CHEMBL509860	DTC
chembl:CHEMBL395429	OXYTOCIN	chembl:CHEMBL395429	ChemblDrugs
135650624	MORPHINE	chembl:CHEMBL70	GuideToPharmacology
DENDROAMIDE A	DENDROAMIDE A	chembl:CHEMBL516542	DTC
348353629			GuideToPharmacology
iCRT-3			JAX-CKB
LINEZOLID	LINEZOLID	chembl:CHEMBL126	DTC
252166678			GuideToPharmacology
chembl:CHEMBL575448	BMS-754807	chembl:CHEMBL575448	ChemblDrugs
PD-170292	PD-170292	chembl:CHEMBL14153	TTD
chembl:CHEMBL3989908	ENASIDENIB	chembl:CHEMBL3989908	ChemblDrugs
ALENDRONIC ACID	ALENDRONIC ACID	chembl:CHEMBL870	DTC
AZD-8165	AZD-8165	chembl:CHEMBL3786896	TTD
PMID25522065-Compound-9			TTD
178101866	EFLORNITHINE	chembl:CHEMBL830	GuideToPharmacology
1,3-dihydroxy phenyl derivative 2			TTD
chembl:CHEMBL1231533	CHEMBL1231533	chembl:CHEMBL1231533	ChemblDrugs
GNF-PF-4276	CHEMBL605753	chembl:CHEMBL605753	DTC
CHEMBL3545109	ARRY-502	chembl:CHEMBL3545109	ChemblInteractions
Fluciclatide F-18			TTD
178102849			GuideToPharmacology
Vidarabine	VIDARABINE	chembl:CHEMBL1090	TTD
CYC065	CYC-065	chembl:CHEMBL4297930	TTD
chembl:CHEMBL52030	CHEMBL52030	chembl:CHEMBL52030	ChemblDrugs
chembl:CHEMBL577014	CHEMBL577014	chembl:CHEMBL577014	ChemblDrugs
354702274	ISCALIMAB	chembl:CHEMBL4298210	GuideToPharmacology
TD-101			TTD
DB06243	EFLORNITHINE	chembl:CHEMBL830	DrugBank
nortriptyline	NORTRIPTYLINE	chembl:CHEMBL445	PharmGKB
135650065			GuideToPharmacology
Quinoline carboxamide derivative 2			TTD
135650339	GW7647	chembl:CHEMBL21241	GuideToPharmacology
chembl:CHEMBL144818	CHEMBL144818	chembl:CHEMBL144818	ChemblDrugs
Macrocycle derivative 7			TTD
CHEMBL1370	BUDESONIDE	chembl:CHEMBL1370	ChemblInteractions
