entrez_gene_symbol	gene_long_name	category_sources	category
FURIN	FURIN, PAIRED BASIC AMINO ACID CLEAVING ENZYME	HingoraniCasas	DRUGGABLE GENOME
FURIN	FURIN, PAIRED BASIC AMINO ACID CLEAVING ENZYME	GuideToPharmacology	ENZYME
ALAS2	5'-AMINOLEVULINATE SYNTHASE 2	Pharos,HumanProteinAtlas	ENZYME
ZHX3	ZINC FINGERS AND HOMEOBOXES 3	Pharos	TRANSCRIPTION FACTOR
ERVK-19	ENDOGENOUS RETROVIRUS GROUP K MEMBER 19, ENVELOPE	Pharos	ENZYME
ERVK-19	ENDOGENOUS RETROVIRUS GROUP K MEMBER 19, ENVELOPE	GO	RNA DIRECTED DNA POLYMERASE
TBC1D4	TBC1 DOMAIN FAMILY MEMBER 4	HumanProteinAtlas,Pharos	TRANSPORTER
SRGAP3	SLIT-ROBO RHO GTPASE ACTIVATING PROTEIN 3	CarisMolecularIntelligence	CLINICALLY ACTIONABLE
PKIG	CAMP-DEPENDENT PROTEIN KINASE INHIBITOR GAMMA	Pharos	ENZYME
PKIG	CAMP-DEPENDENT PROTEIN KINASE INHIBITOR GAMMA	Pharos	KINASE
ENTPD4	ECTONUCLEOSIDE TRIPHOSPHATE DIPHOSPHOHYDROLASE 4	Pharos	ENZYME
CD96	CD96 MOLECULE	HingoraniCasas	DRUGGABLE GENOME
CCL22	C-C MOTIF CHEMOKINE LIGAND 22	HingoraniCasas	DRUGGABLE GENOME
SHOC2	SHOC2, LEUCINE RICH REPEAT SCAFFOLD PROTEIN	Pharos	KINASE
ANK1	ANKYRIN 1	HumanProteinAtlas	TRANSPORTER
TEAD3	TEA DOMAIN TRANSCRIPTION FACTOR 3	Pharos	TRANSCRIPTION FACTOR
TEAD3	TEA DOMAIN TRANSCRIPTION FACTOR 3	Pharos	KINASE
TEAD3	TEA DOMAIN TRANSCRIPTION FACTOR 3	GO	TRANSCRIPTION FACTOR COMPLEX
UHRF2	UBIQUITIN LIKE WITH PHD AND RING FINGER DOMAINS 2	GO	TUMOR SUPPRESSOR
UHRF2	UBIQUITIN LIKE WITH PHD AND RING FINGER DOMAINS 2	HumanProteinAtlas	ENZYME
UPRT	URACIL PHOSPHORIBOSYLTRANSFERASE HOMOLOG	GO	KINASE
UPRT	URACIL PHOSPHORIBOSYLTRANSFERASE HOMOLOG	Pharos	ENZYME
FNBP1	FORMIN BINDING PROTEIN 1	CarisMolecularIntelligence,FoundationOneGenes	CLINICALLY ACTIONABLE
F3	COAGULATION FACTOR III, TISSUE FACTOR	HingoraniCasas	DRUGGABLE GENOME
F3	COAGULATION FACTOR III, TISSUE FACTOR	GO	CELL SURFACE
ITGA7	INTEGRIN SUBUNIT ALPHA 7	GO	CELL SURFACE
ITGA7	INTEGRIN SUBUNIT ALPHA 7	HingoraniCasas,HopkinsGroom,RussLampel	DRUGGABLE GENOME
TAOK3	TAO KINASE 3	dGene,GO	SERINE THREONINE KINASE
TAOK3	TAO KINASE 3	dGene,HopkinsGroom,Pharos	KINASE
TAOK3	TAO KINASE 3	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
TAOK3	TAO KINASE 3	GO	DNA REPAIR
TAOK3	TAO KINASE 3	GuideToPharmacology	ENZYME
LAMC2	LAMININ SUBUNIT GAMMA 2	HingoraniCasas	DRUGGABLE GENOME
HSPA8	HEAT SHOCK PROTEIN FAMILY A (HSP70) MEMBER 8	GO	TUMOR SUPPRESSOR
LATS2	LARGE TUMOR SUPPRESSOR KINASE 2	GuideToPharmacology	ENZYME
LATS2	LARGE TUMOR SUPPRESSOR KINASE 2	HingoraniCasas,HopkinsGroom,RussLampel	DRUGGABLE GENOME
LATS2	LARGE TUMOR SUPPRESSOR KINASE 2	dGene,HopkinsGroom,Pharos	KINASE
LATS2	LARGE TUMOR SUPPRESSOR KINASE 2	dGene,GO	SERINE THREONINE KINASE
LATS2	LARGE TUMOR SUPPRESSOR KINASE 2	MskImpact	CLINICALLY ACTIONABLE
DCAF6	DDB1 AND CUL4 ASSOCIATED FACTOR 6	Pharos	NUCLEAR HORMONE RECEPTOR
TRBV5-6	T CELL RECEPTOR BETA VARIABLE 5-6	Pharos	TRANSCRIPTION FACTOR
TRBV5-6	T CELL RECEPTOR BETA VARIABLE 5-6	Pharos	KINASE
SRY	SEX DETERMINING REGION Y	GO	TRANSCRIPTION FACTOR BINDING
SRY	SEX DETERMINING REGION Y	Pharos	TRANSCRIPTION FACTOR
MARCH7	MEMBRANE ASSOCIATED RING-CH-TYPE FINGER 7	Pharos	ENZYME
TNFRSF13B	TNF RECEPTOR SUPERFAMILY MEMBER 13B	HingoraniCasas	DRUGGABLE GENOME
TNFRSF13B	TNF RECEPTOR SUPERFAMILY MEMBER 13B	Pharos	TRANSCRIPTION FACTOR
SLC1A7	SOLUTE CARRIER FAMILY 1 MEMBER 7	GuideToPharmacology,Pharos	TRANSPORTER
SLC1A7	SOLUTE CARRIER FAMILY 1 MEMBER 7	HingoraniCasas	DRUGGABLE GENOME
PHKA1	PHOSPHORYLASE KINASE REGULATORY SUBUNIT ALPHA 1	Pharos	ENZYME
PHKA1	PHOSPHORYLASE KINASE REGULATORY SUBUNIT ALPHA 1	Pharos	KINASE
PLVAP	PLASMALEMMA VESICLE ASSOCIATED PROTEIN	GO	CELL SURFACE
PRMT5	PROTEIN ARGININE METHYLTRANSFERASE 5	BaderLabGenes	METHYL TRANSFERASE
PRMT5	PROTEIN ARGININE METHYLTRANSFERASE 5	GuideToPharmacology,Pharos	ENZYME
IGHV4-34	IMMUNOGLOBULIN HEAVY VARIABLE 4-34	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
ABCA6	ATP BINDING CASSETTE SUBFAMILY A MEMBER 6	RussLampel	DRUGGABLE GENOME
ABCA6	ATP BINDING CASSETTE SUBFAMILY A MEMBER 6	Pharos,GuideToPharmacology	TRANSPORTER
ABCA6	ATP BINDING CASSETTE SUBFAMILY A MEMBER 6	GO	ABC TRANSPORTER
TRIM15	TRIPARTITE MOTIF CONTAINING 15	HopkinsGroom	DRUGGABLE GENOME
TRIM15	TRIPARTITE MOTIF CONTAINING 15	HopkinsGroom	B30_2 SPRY DOMAIN
PRAME	PREFERENTIALLY EXPRESSED ANTIGEN IN MELANOMA	HingoraniCasas	DRUGGABLE GENOME
CUL7	CULLIN 7	Pharos	KINASE
UGP2	UDP-GLUCOSE PYROPHOSPHORYLASE 2	Pharos	ENZYME
OR3A2	OLFACTORY RECEPTOR FAMILY 3 SUBFAMILY A MEMBER 2	GO,Pharos,dGene,HopkinsGroom	G PROTEIN COUPLED RECEPTOR
OR3A2	OLFACTORY RECEPTOR FAMILY 3 SUBFAMILY A MEMBER 2	HopkinsGroom	DRUGGABLE GENOME
CYTL1	CYTOKINE LIKE 1	HingoraniCasas	DRUGGABLE GENOME
NOX4	NADPH OXIDASE 4	Pharos	TRANSCRIPTION FACTOR
NOX4	NADPH OXIDASE 4	Pharos,GuideToPharmacology	ENZYME
NOX4	NADPH OXIDASE 4	HingoraniCasas	DRUGGABLE GENOME
OR2V2	OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY V MEMBER 2	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
OR2V2	OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY V MEMBER 2	HopkinsGroom,GO,dGene,Pharos	G PROTEIN COUPLED RECEPTOR
MTRNR2L8	MT-RNR2-LIKE 8	HingoraniCasas	DRUGGABLE GENOME
HDGF	HEPARIN BINDING GROWTH FACTOR	HingoraniCasas	DRUGGABLE GENOME
HDGF	HEPARIN BINDING GROWTH FACTOR	GO	GROWTH FACTOR
ITGB6	INTEGRIN SUBUNIT BETA 6	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
ITGB6	INTEGRIN SUBUNIT BETA 6	GO	CELL SURFACE
ITGB6	INTEGRIN SUBUNIT BETA 6	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
PIGK	PHOSPHATIDYLINOSITOL GLYCAN ANCHOR BIOSYNTHESIS CLASS K	dGene	PROTEASE
PIGK	PHOSPHATIDYLINOSITOL GLYCAN ANCHOR BIOSYNTHESIS CLASS K	HingoraniCasas	DRUGGABLE GENOME
PIGK	PHOSPHATIDYLINOSITOL GLYCAN ANCHOR BIOSYNTHESIS CLASS K	Pharos	ENZYME
ASIC3	ACID SENSING ION CHANNEL SUBUNIT 3	HopkinsGroom,GuideToPharmacology,Pharos	ION CHANNEL
ASIC3	ACID SENSING ION CHANNEL SUBUNIT 3	HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
APOL1	APOLIPOPROTEIN L1	HingoraniCasas	DRUGGABLE GENOME
NUP214	NUCLEOPORIN 214	CarisMolecularIntelligence,FoundationOneGenes	CLINICALLY ACTIONABLE
NUP214	NUCLEOPORIN 214	GO	TUMOR SUPPRESSOR
NUP214	NUCLEOPORIN 214	HumanProteinAtlas	TRANSPORTER
TESC	TESCALCIN	Pharos	KINASE
PARP15	POLY(ADP-RIBOSE) POLYMERASE FAMILY MEMBER 15	HopkinsGroom	DRUGGABLE GENOME
SUPT20HL1	SUPT20H LIKE 1	Pharos	TRANSCRIPTION FACTOR
CYB5R2	CYTOCHROME B5 REDUCTASE 2	HopkinsGroom,RussLampel	DRUGGABLE GENOME
RAD51D	RAD51 PARALOG D	GO	DNA REPAIR
RAD51D	RAD51 PARALOG D	GO	TUMOR SUPPRESSOR
RAD51D	RAD51 PARALOG D	FoundationOneGenes,Oncomine,Tempus,MskImpact	CLINICALLY ACTIONABLE
NELFB	NEGATIVE ELONGATION FACTOR COMPLEX MEMBER B	Pharos	KINASE
CLCN4	CHLORIDE VOLTAGE-GATED CHANNEL 4	HopkinsGroom,GuideToPharmacology	ION CHANNEL
CLCN4	CHLORIDE VOLTAGE-GATED CHANNEL 4	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
CLCN4	CHLORIDE VOLTAGE-GATED CHANNEL 4	Pharos,HumanProteinAtlas	TRANSPORTER
PPIP5K2	DIPHOSPHOINOSITOL PENTAKISPHOSPHATE KINASE 2	Pharos	KINASE
CR1L	COMPLEMENT C3B/C4B RECEPTOR 1 LIKE	HingoraniCasas	DRUGGABLE GENOME
TRAV39	T CELL RECEPTOR ALPHA VARIABLE 39	Pharos	KINASE
TRAV39	T CELL RECEPTOR ALPHA VARIABLE 39	Pharos	TRANSCRIPTION FACTOR
DAD1	DEFENDER AGAINST CELL DEATH 1	Pharos	ENZYME
DAD1	DEFENDER AGAINST CELL DEATH 1	GO	DRUG RESISTANCE
OAZ3	ORNITHINE DECARBOXYLASE ANTIZYME 3	Pharos	ENZYME
OLFM4	OLFACTOMEDIN 4	HingoraniCasas	DRUGGABLE GENOME
ABCD4	ATP BINDING CASSETTE SUBFAMILY D MEMBER 4	GO	ABC TRANSPORTER
ABCD4	ATP BINDING CASSETTE SUBFAMILY D MEMBER 4	Pharos,HumanProteinAtlas	TRANSPORTER
ABCD4	ATP BINDING CASSETTE SUBFAMILY D MEMBER 4	RussLampel	DRUGGABLE GENOME
OR10Q1	OLFACTORY RECEPTOR FAMILY 10 SUBFAMILY Q MEMBER 1	GO,Pharos,HopkinsGroom,dGene	G PROTEIN COUPLED RECEPTOR
OR10Q1	OLFACTORY RECEPTOR FAMILY 10 SUBFAMILY Q MEMBER 1	HopkinsGroom,RussLampel	DRUGGABLE GENOME
BTN3A3	BUTYROPHILIN SUBFAMILY 3 MEMBER A3	HingoraniCasas,HopkinsGroom	DRUGGABLE GENOME
BTN3A3	BUTYROPHILIN SUBFAMILY 3 MEMBER A3	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
BTN3A3	BUTYROPHILIN SUBFAMILY 3 MEMBER A3	HopkinsGroom	B30_2 SPRY DOMAIN
OR4F16	OLFACTORY RECEPTOR FAMILY 4 SUBFAMILY F MEMBER 16	GO,dGene	G PROTEIN COUPLED RECEPTOR
BMPR2	BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 2	Pharos,dGene	KINASE
BMPR2	BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 2	GO	CELL SURFACE
BMPR2	BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 2	GO,dGene	SERINE THREONINE KINASE
BMPR2	BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 2	HingoraniCasas	DRUGGABLE GENOME
SPARC	SECRETED PROTEIN ACIDIC AND CYSTEINE RICH	GO	CELL SURFACE
SPARC	SECRETED PROTEIN ACIDIC AND CYSTEINE RICH	HingoraniCasas	DRUGGABLE GENOME
OR52I1	OLFACTORY RECEPTOR FAMILY 52 SUBFAMILY I MEMBER 1	GO,Pharos,HopkinsGroom,dGene	G PROTEIN COUPLED RECEPTOR
OR52I1	OLFACTORY RECEPTOR FAMILY 52 SUBFAMILY I MEMBER 1	HopkinsGroom	DRUGGABLE GENOME
CNKSR3	CNKSR FAMILY MEMBER 3	Pharos	KINASE
PYY2	PEPTIDE YY 2 (PSEUDOGENE)	GO	HORMONE ACTIVITY
CYP4Z2P	CYTOCHROME P450 FAMILY 4 SUBFAMILY Z MEMBER 2, PSEUDOGENE	RussLampel	DRUGGABLE GENOME
ZFHX3	ZINC FINGER HOMEOBOX 3	GO	TRANSCRIPTION FACTOR COMPLEX
ZFHX3	ZINC FINGER HOMEOBOX 3	Pharos	KINASE
ZFHX3	ZINC FINGER HOMEOBOX 3	Pharos	TRANSCRIPTION FACTOR
ZFHX3	ZINC FINGER HOMEOBOX 3	Tempus	CLINICALLY ACTIONABLE
BOD1L1	BIORIENTATION OF CHROMOSOMES IN CELL DIVISION 1 LIKE 1	GO	DNA REPAIR
IGHMBP2	IMMUNOGLOBULIN MU BINDING PROTEIN 2	GO	DNA REPAIR
IGHMBP2	IMMUNOGLOBULIN MU BINDING PROTEIN 2	GO	TRANSCRIPTION FACTOR BINDING
IGHMBP2	IMMUNOGLOBULIN MU BINDING PROTEIN 2	HumanProteinAtlas	ENZYME
TRGC2	T CELL RECEPTOR GAMMA CONSTANT 2	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
TRGC2	T CELL RECEPTOR GAMMA CONSTANT 2	Pharos	KINASE
HSPA1A	HEAT SHOCK PROTEIN FAMILY A (HSP70) MEMBER 1A	HingoraniCasas	DRUGGABLE GENOME
EIF4EBP1	EUKARYOTIC TRANSLATION INITIATION FACTOR 4E BINDING PROTEIN 1	Pharos	KINASE
PACS2	PHOSPHOFURIN ACIDIC CLUSTER SORTING PROTEIN 2	Pharos	ION CHANNEL
PRSS57	PROTEASE, SERINE 57	dGene,HopkinsGroom	PROTEASE
PRSS57	PROTEASE, SERINE 57	HopkinsGroom,RussLampel	DRUGGABLE GENOME
USP17L3	UBIQUITIN SPECIFIC PEPTIDASE 17-LIKE FAMILY MEMBER 3	Pharos	ENZYME
USP17L3	UBIQUITIN SPECIFIC PEPTIDASE 17-LIKE FAMILY MEMBER 3	dGene	PROTEASE
RS1	RETINOSCHISIN 1	HingoraniCasas	DRUGGABLE GENOME
OR8S1	OLFACTORY RECEPTOR FAMILY 8 SUBFAMILY S MEMBER 1	dGene,HopkinsGroom,GO,Pharos	G PROTEIN COUPLED RECEPTOR
OR8S1	OLFACTORY RECEPTOR FAMILY 8 SUBFAMILY S MEMBER 1	HopkinsGroom,RussLampel	DRUGGABLE GENOME
PCYOX1	PRENYLCYSTEINE OXIDASE 1	HingoraniCasas	DRUGGABLE GENOME
KCNJ9	POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY J MEMBER 9	Pharos,BaderLabGenes,GuideToPharmacology	ION CHANNEL
KCNJ9	POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY J MEMBER 9	RussLampel,HingoraniCasas	DRUGGABLE GENOME
RETNLB	RESISTIN LIKE BETA	HingoraniCasas	DRUGGABLE GENOME
RETNLB	RESISTIN LIKE BETA	GO	HORMONE ACTIVITY
ZNF81	ZINC FINGER PROTEIN 81	Pharos	TRANSCRIPTION FACTOR
HIST1H2BO	HISTONE CLUSTER 1 H2B FAMILY MEMBER O	FoundationOneGenes	CLINICALLY ACTIONABLE
FNIP1	FOLLICULIN INTERACTING PROTEIN 1	Pharos	KINASE
ALDH4A1	ALDEHYDE DEHYDROGENASE 4 FAMILY MEMBER A1	HingoraniCasas,RussLampel,HopkinsGroom	DRUGGABLE GENOME
ALDH4A1	ALDEHYDE DEHYDROGENASE 4 FAMILY MEMBER A1	Pharos,HumanProteinAtlas	ENZYME
DEK	DEK PROTO-ONCOGENE	CarisMolecularIntelligence,FoundationOneGenes	CLINICALLY ACTIONABLE
LCP1	LYMPHOCYTE CYTOSOLIC PROTEIN 1	FoundationOneGenes,CarisMolecularIntelligence	CLINICALLY ACTIONABLE
OLFML2A	OLFACTOMEDIN LIKE 2A	HingoraniCasas	DRUGGABLE GENOME
KITLG	KIT LIGAND	HingoraniCasas	DRUGGABLE GENOME
KITLG	KIT LIGAND	GO	GROWTH FACTOR
KITLG	KIT LIGAND	Pharos	KINASE
OR5V1	OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY V MEMBER 1	HopkinsGroom,RussLampel	DRUGGABLE GENOME
OR5V1	OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY V MEMBER 1	HopkinsGroom,GO,Pharos,dGene	G PROTEIN COUPLED RECEPTOR
PAPD7	POLY(A) RNA POLYMERASE D7, NON-CANONICAL	GO	DRUG RESISTANCE
OR2J3	OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY J MEMBER 3	HopkinsGroom,GO,Pharos,dGene	G PROTEIN COUPLED RECEPTOR
OR2J3	OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY J MEMBER 3	HopkinsGroom,RussLampel	DRUGGABLE GENOME
PFKP	PHOSPHOFRUCTOKINASE, PLATELET	Pharos	ENZYME
PFKP	PHOSPHOFRUCTOKINASE, PLATELET	Pharos	KINASE
ATM	ATM SERINE/THREONINE KINASE	CIViC,FoundationOneGenes,CarisMolecularIntelligence,Tempus,Oncomine,MskImpact	CLINICALLY ACTIONABLE
ATM	ATM SERINE/THREONINE KINASE	CIViC	DRUG RESISTANCE
ATM	ATM SERINE/THREONINE KINASE	HumanProteinAtlas,GuideToPharmacology	ENZYME
ATM	ATM SERINE/THREONINE KINASE	dGene,Pharos	KINASE
ATM	ATM SERINE/THREONINE KINASE	dGene,GO	SERINE THREONINE KINASE
ATM	ATM SERINE/THREONINE KINASE	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
ATM	ATM SERINE/THREONINE KINASE	HopkinsGroom	PHOSPHATIDYLINOSITOL 3 KINASE
JMJD7-PLA2G4B	JMJD7-PLA2G4B READTHROUGH	HingoraniCasas	DRUGGABLE GENOME
CYP26A1	CYTOCHROME P450 FAMILY 26 SUBFAMILY A MEMBER 1	HopkinsGroom	CYTOCHROME P450
CYP26A1	CYTOCHROME P450 FAMILY 26 SUBFAMILY A MEMBER 1	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
CYP26A1	CYTOCHROME P450 FAMILY 26 SUBFAMILY A MEMBER 1	GuideToPharmacology,Pharos	ENZYME
XRCC6	X-RAY REPAIR CROSS COMPLEMENTING 6	Pharos	ENZYME
XRCC6	X-RAY REPAIR CROSS COMPLEMENTING 6	Pharos	KINASE
XRCC6	X-RAY REPAIR CROSS COMPLEMENTING 6	GO	TRANSCRIPTION FACTOR COMPLEX
MED12	MEDIATOR COMPLEX SUBUNIT 12	MskImpact,Oncomine,Tempus,CarisMolecularIntelligence,FoundationOneGenes	CLINICALLY ACTIONABLE
MED12	MEDIATOR COMPLEX SUBUNIT 12	Pharos	KINASE
MED12	MEDIATOR COMPLEX SUBUNIT 12	Pharos	TRANSCRIPTION FACTOR
PPIC	PEPTIDYLPROLYL ISOMERASE C	RussLampel,HingoraniCasas	DRUGGABLE GENOME
PMS2P11	PMS1 HOMOLOG 2, MISMATCH REPAIR SYSTEM COMPONENT PSEUDOGENE 11	GO,Pharos	KINASE
UBE2H	UBIQUITIN CONJUGATING ENZYME E2 H	Pharos	ENZYME
ELAC2	ELAC RIBONUCLEASE Z 2	HumanProteinAtlas	ENZYME
POU2F3	POU CLASS 2 HOMEOBOX 3	Pharos	TRANSCRIPTION FACTOR
CAMKK1	CALCIUM/CALMODULIN DEPENDENT PROTEIN KINASE KINASE 1	IDG,HopkinsGroom,dGene,Pharos	KINASE
CAMKK1	CALCIUM/CALMODULIN DEPENDENT PROTEIN KINASE KINASE 1	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
CAMKK1	CALCIUM/CALMODULIN DEPENDENT PROTEIN KINASE KINASE 1	GuideToPharmacology	ENZYME
CAMKK1	CALCIUM/CALMODULIN DEPENDENT PROTEIN KINASE KINASE 1	dGene,GO	SERINE THREONINE KINASE
MUC13	MUCIN 13, CELL SURFACE ASSOCIATED	HingoraniCasas	DRUGGABLE GENOME
ELANE	ELASTASE, NEUTROPHIL EXPRESSED	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
ELANE	ELASTASE, NEUTROPHIL EXPRESSED	HopkinsGroom,GO,dGene	PROTEASE
ELANE	ELASTASE, NEUTROPHIL EXPRESSED	GuideToPharmacology,Pharos	ENZYME
ELANE	ELASTASE, NEUTROPHIL EXPRESSED	GO	CELL SURFACE
GNLY	GRANULYSIN	HingoraniCasas	DRUGGABLE GENOME
DGKZ	DIACYLGLYCEROL KINASE ZETA	Pharos,GO	KINASE
SOX2	SRY-BOX 2	Pharos	TRANSCRIPTION FACTOR
SOX2	SRY-BOX 2	FoundationOneGenes,CarisMolecularIntelligence,Tempus	CLINICALLY ACTIONABLE
SOX2	SRY-BOX 2	GO	TRANSCRIPTION FACTOR COMPLEX
CFHR3	COMPLEMENT FACTOR H RELATED 3	HingoraniCasas	DRUGGABLE GENOME
SMO	SMOOTHENED, FRIZZLED CLASS RECEPTOR	dGene,GO,GuideToPharmacology	G PROTEIN COUPLED RECEPTOR
SMO	SMOOTHENED, FRIZZLED CLASS RECEPTOR	HingoraniCasas	DRUGGABLE GENOME
SMO	SMOOTHENED, FRIZZLED CLASS RECEPTOR	FoundationOneGenes,Tempus,CarisMolecularIntelligence,Oncomine,MskImpact	CLINICALLY ACTIONABLE
SMO	SMOOTHENED, FRIZZLED CLASS RECEPTOR	COSMIC,CIViC	DRUG RESISTANCE
DEFB118	DEFENSIN BETA 118	HingoraniCasas	DRUGGABLE GENOME
SMAD7	SMAD FAMILY MEMBER 7	GO	TRANSCRIPTION FACTOR COMPLEX
SMAD7	SMAD FAMILY MEMBER 7	GO	TRANSCRIPTION FACTOR BINDING
SMAD7	SMAD FAMILY MEMBER 7	Pharos	KINASE
DMRT2	DOUBLESEX AND MAB-3 RELATED TRANSCRIPTION FACTOR 2	Pharos	TRANSCRIPTION FACTOR
KLHL15	KELCH LIKE FAMILY MEMBER 15	HingoraniCasas	DRUGGABLE GENOME
IAPP	ISLET AMYLOID POLYPEPTIDE	HingoraniCasas	DRUGGABLE GENOME
IAPP	ISLET AMYLOID POLYPEPTIDE	GO	HORMONE ACTIVITY
ZRANB3	ZINC FINGER RANBP2-TYPE CONTAINING 3	RussLampel,HopkinsGroom	DRUGGABLE GENOME
ZRANB3	ZINC FINGER RANBP2-TYPE CONTAINING 3	Pharos	ENZYME
ZRANB3	ZINC FINGER RANBP2-TYPE CONTAINING 3	GO	DNA REPAIR
TBX20	T-BOX 20	Pharos	TRANSCRIPTION FACTOR
PTGER1	PROSTAGLANDIN E RECEPTOR 1	HingoraniCasas,HopkinsGroom,RussLampel	DRUGGABLE GENOME
PTGER1	PROSTAGLANDIN E RECEPTOR 1	GuideToPharmacology,HopkinsGroom,dGene	G PROTEIN COUPLED RECEPTOR
LALBA	LACTALBUMIN ALPHA	HingoraniCasas	DRUGGABLE GENOME
LALBA	LACTALBUMIN ALPHA	Pharos	ENZYME
CST11	CYSTATIN 11	dGene	PROTEASE INHIBITOR
OR56B2P	OLFACTORY RECEPTOR FAMILY 56 SUBFAMILY B MEMBER 2 PSEUDOGENE	Pharos,dGene,GO	G PROTEIN COUPLED RECEPTOR
FOLR1	FOLATE RECEPTOR 1	HumanProteinAtlas	TRANSPORTER
FOLR1	FOLATE RECEPTOR 1	HingoraniCasas	DRUGGABLE GENOME
FOLR1	FOLATE RECEPTOR 1	GO	CELL SURFACE
STRAP	SERINE/THREONINE KINASE RECEPTOR ASSOCIATED PROTEIN	Pharos	KINASE
ITPKA	INOSITOL-TRISPHOSPHATE 3-KINASE A	Pharos,GO	KINASE
ITPKA	INOSITOL-TRISPHOSPHATE 3-KINASE A	GuideToPharmacology	ENZYME
MEP1B	MEPRIN A SUBUNIT BETA	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
MEP1B	MEPRIN A SUBUNIT BETA	HopkinsGroom,dGene	PROTEASE
ANGPT4	ANGIOPOIETIN 4	Pharos	KINASE
ANGPT4	ANGIOPOIETIN 4	HingoraniCasas,RussLampel,HopkinsGroom	DRUGGABLE GENOME
ANGPT4	ANGIOPOIETIN 4	HopkinsGroom	FIBRINOGEN
SLC14A1	SOLUTE CARRIER FAMILY 14 MEMBER 1 (KIDD BLOOD GROUP)	GuideToPharmacology,Pharos	TRANSPORTER
PRSS54	PROTEASE, SERINE 54	HopkinsGroom,dGene	PROTEASE
PRSS54	PROTEASE, SERINE 54	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
USP29	UBIQUITIN SPECIFIC PEPTIDASE 29	dGene	PROTEASE
IGFL3	IGF LIKE FAMILY MEMBER 3	HingoraniCasas	DRUGGABLE GENOME
HTR7P1	5-HYDROXYTRYPTAMINE RECEPTOR 7 PSEUDOGENE 1	RussLampel	DRUGGABLE GENOME
GLO1	GLYOXALASE I	Pharos	ENZYME
GLO1	GLYOXALASE I	HingoraniCasas	DRUGGABLE GENOME
KIDINS220	KINASE D INTERACTING SUBSTRATE 220	Pharos	KINASE
LCTL	LACTASE LIKE	HingoraniCasas	DRUGGABLE GENOME
LCTL	LACTASE LIKE	Pharos	ENZYME
BRD8	BROMODOMAIN CONTAINING 8	GuideToPharmacology	ENZYME
BRD8	BROMODOMAIN CONTAINING 8	Pharos	NUCLEAR HORMONE RECEPTOR
CLEC2A	C-TYPE LECTIN DOMAIN FAMILY 2 MEMBER A	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
PMVK	PHOSPHOMEVALONATE KINASE	HumanProteinAtlas,GuideToPharmacology,Pharos	ENZYME
PMVK	PHOSPHOMEVALONATE KINASE	Pharos	KINASE
NDST4	N-DEACETYLASE AND N-SULFOTRANSFERASE 4	Pharos	ENZYME
STK40	SERINE/THREONINE KINASE 40	GuideToPharmacology	ENZYME
STK40	SERINE/THREONINE KINASE 40	dGene,IDG,Pharos	KINASE
STK40	SERINE/THREONINE KINASE 40	dGene,GO	SERINE THREONINE KINASE
STK40	SERINE/THREONINE KINASE 40	HingoraniCasas,RussLampel	DRUGGABLE GENOME
STK40	SERINE/THREONINE KINASE 40	MskImpact	CLINICALLY ACTIONABLE
FIBIN	FIN BUD INITIATION FACTOR HOMOLOG (ZEBRAFISH)	HingoraniCasas	DRUGGABLE GENOME
CALR	CALRETICULIN	CarisMolecularIntelligence,Tempus,FoundationOneGenes	CLINICALLY ACTIONABLE
CALR	CALRETICULIN	Pharos	NUCLEAR HORMONE RECEPTOR
CALR	CALRETICULIN	HingoraniCasas	DRUGGABLE GENOME
CALR	CALRETICULIN	GO	CELL SURFACE
CALR	CALRETICULIN	GO	DRUG RESISTANCE
CALR	CALRETICULIN	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
